nr_doubly,number_citations,paper_id,booktitle,pdf_url
5,-1,conf_ercimdl_LagozeKCEJW06,ECDL,NOURLFOUND
2,-1,conf_ercimdl_PayetteL00,ECDL,NOURLFOUND
2,-1,conf_ercimdl_SmithKN06,ECDL,NOURLFOUND
4,-1,conf_ercimdl_PetricekCHCG05,ECDL,NOURLFOUND
7,-1,conf_ercimdl_BiryukovD10,ECDL,NOURLFOUND
0,-1,conf_ercimdl_RamosM00,ECDL,NOURLFOUND
1,-1,conf_ercimdl_Warner05,ECDL,NOURLFOUND
