paper_id,has_pdf,dataset;method,number_citations,booktitle,pdf_url,year,title,type,authors
conf_acl_GildeaP02,true,0;0,-1,ACL,http://www.aclweb.org/anthology/P02-1031.pdf,2002,'The necessity of parsing for predicate argument recognition',inproceedings,Daniel Gildea;Martha Stone Palmer
conf_acl_LiuN07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-1027.pdf,2007,'Learning predictive structures for semantic role labeling of nombank',inproceedings,Chang Liu;Hwee Tou Ng
conf_acl_RiezlerVTML07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-1059.pdf,2007,'Statistical machine translation for query expansion in answer retrieval',inproceedings,Stefan Riezler;Alexander Vasserman;Ioannis Tsochantaridis;Vibhu O. Mittal;Yi Liu
conf_acl_Moran81,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P81/P81-1025.pdf,1981,'Presupposition and implicature in model-theoretic pragmatics',inproceedings,Douglas B. Moran
conf_acl_Hinrichs87,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P87/P87-1002.pdf,1987,'A compositional semantics of temporal expressions in english',inproceedings,Erhard W. Hinrichs
conf_acl_GardentK07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-1042.pdf,2007,'A symbolic approach to near-deterministic surface realisation using tree adjoining grammar',inproceedings,Claire Gardent;Eric Kow
conf_acl_Vijay-ShankerWJ87,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P87/P87-1015.pdf,1987,'Characterizing structural descriptions produced by various grammatical formalisms',inproceedings,K. Vijay-Shanker;David J. Weir;Aravind K. Joshi
conf_acl_HuangSH07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-2039.pdf,2007,'Automatic discovery of named entity variants: grammar-driven approaches to non-alphabetical transliterations',inproceedings,Chu-Ren Huang;Petr Simon;Shu-Kai Hsieh
conf_acl_DalandSP07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-1118.pdf,2007,'Much ado about nothing: a social network model of russian paradigmatic gaps',inproceedings,Robert Daland;Andrea D. Sims;Janet B. Pierrehumbert
conf_acl_Crout81,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P81/P81-1007.pdf,1981,'Artificial intelligence corporation',inproceedings,J. Norwood Crout
conf_acl_HsuehM07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-1128.pdf,2007,'Combining multiple knowledge sources for dialogue segmentation in multimedia archives',inproceedings,Pei-yun Hsueh;Johanna D. Moore
conf_acl_FortAR07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-2015.pdf,2007,'Support vector machines for query-focused summarization trained and evaluated on pyramid data',inproceedings,María Fuentes Fort;Enrique Alfonseca;Horacio Rodríguez
conf_acl_Passonneau87,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P87/P87-1003.pdf,1987,'Situations and intervals',inproceedings,Rebecca J. Passonneau
conf_acl_ShinnouS07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-2020.pdf,2007,'Ensemble document clustering using weighted hypergraph generated by nmf',inproceedings,Hiroyuki Shinnou;Minoru Sasaki
conf_acl_HuangSHP07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-2018.pdf,2007,"'Rethinking chinese word segmentation: tokenization, character classification, or wordbreak identification'",inproceedings,Chu-Ren Huang;Petr Simon;Shu-Kai Hsieh;Laurent Prévot
conf_acl_ArensGP87,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P87/P87-1009.pdf,1987,'Phrasal analysis of long noun sequences',inproceedings,Yigal Arens;John J. Granacki;Alice C. Parker
conf_acl_Allen81,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P81/P81-1017.pdf,1981,'What's necessary to hide?: modeling action verbs',inproceedings,James F. Allen
conf_acl_Palmer81,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P81/P81-1029.pdf,1981,'A case for rule-driven semantic processing',inproceedings,Martha Palmer
conf_acl_HirschbergP86,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P86/P86-1021.pdf,1986,'The intonational structuring of discourse',inproceedings,Julia Hirschberg;Janet B. Pierrehumbert
conf_acl_BabychHSM07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-1018.pdf,2007,'Assisting translators in indirect lexical transfer',inproceedings,Bogdan Babych;Anthony Hartley;Serge Sharoff;Olga Mudraya
conf_acl_Manaster-Ramer86,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P86/P86-1014.pdf,1986,"'Copying in natural languages, context-freeness, and queue grammars'",inproceedings,Alexis Manaster-Ramer
conf_acl_LiLZLZG07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-1091.pdf,2007,'A probabilistic approach to syntax-based reordering for statistical machine translation',inproceedings,Chi-Ho Li;Minghui Li;Dongdong Zhang;Mu Li;Ming Zhou;Yi Guan
conf_acl_Hendrix86,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P86/P86-1002.pdf,1986,'Bringing natural language processing to the microcomputer market: the story of q&a',inproceedings,Gary G. Hendrix
conf_acl_YamamotoI07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-2036.pdf,2007,'Extracting word sets with non-taxonomical relation',inproceedings,Eiko Yamamoto;Hitoshi Isahara
conf_acl_Kanazawa07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-1023.pdf,2007,'Parsing and generation as datalog queries',inproceedings,Makoto Kanazawa
conf_acl_Penn02,true,0;0,-1,ACL,http://www.aclweb.org/anthology/P02-1009.pdf,2002,'Generalized encoding of description spaces and its application to typed feature structures',inproceedings,Gerald Penn
conf_acl_ZhangC07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-1106.pdf,2007,'Chinese segmentation with a word-based perceptron algorithm',inproceedings,Yue Zhang 0004;Stephen Clark
conf_acl_Johnson07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-1022.pdf,2007,'Transforming projective bilexical dependency grammars into efficiently-parsable cfgs with unfold-fold',inproceedings,Mark Johnson
conf_acl_PuurulaK07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-1012.pdf,2007,'Vocabulary decomposition for estonian open vocabulary speech recognition',inproceedings,Antti Puurula;Mikko Kurimo
conf_acl_Naughton07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-3006.pdf,2007,'Exploiting structure for event discovery using the mdi algorithm',inproceedings,Martina Naughton
conf_acl_Miller82,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P82/P82-1038.pdf,1982,"'""natural language texts are not necessarily grammatical and unambiguous or even complete.""'",inproceedings,Lance A. Miller
conf_acl_Kasper86,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P86/P86-1038.pdf,1986,'A logical semantics for feature structures',inproceedings,Robert T. Kasper
conf_acl_MaSW07,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P07/P07-1039.pdf,2007,'Bootstrapping word alignment via word packing',inproceedings,Yanjun Ma;Nicolas Stroppa;Andy Way
conf_acl_Kashket86,true,0;0,-1,ACL,http://aclweb.org/anthology-new/P/P86/P86-1010.pdf,1986,'Parsing a free-word order language: warlpiri',inproceedings,Michael B. Kashket
